ticker,name,sector,industry
KEY,KeyCorp,Financial,Banks - Regional
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods
KKR,KKR & Co. Inc.,Financial,Asset Management
KL,Kirkland Lake Gold Ltd.,Basic Materials,Gold
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic
KR,The Kroger Co.,Consumer Defensive,Grocery Stores
KSU,Kansas City Southern,Industrials,Railroads
L,Loews Corporation,Financial,Insurance - Property & Casualty
LAZR,"Luminar Technologies, Inc.",Technology,Software - Application
LB,"L Brands, Inc.",Consumer Cyclical,Apparel Retail
LBRDA,Liberty Broadband Corporation,Communication Services,Entertainment
LBRDK,Liberty Broadband Corporation,Communication Services,Entertainment
LBTYA,Liberty Global plc,Communication Services,Entertainment
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services
LEA,Lear Corporation,Consumer Cyclical,Auto Parts
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction
LFC,China Life Insurance Company Limited,Financial,Insurance - Life
LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers
LII,Lennox International Inc.,Industrials,Specialty Industrial Machinery
LIN,Linde plc,Basic Materials,Specialty Chemicals
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense
LNC,Lincoln National Corporation,Financial,Insurance - Life
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric
LOGI,Logitech International S.A.,Technology,Computer Hardware
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials
LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting
LU,Lufax Holding Ltd,Financial,Credit Services
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services
LUV,Southwest Airlines Co.,Industrials,Airlines
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals
LYFT,"Lyft, Inc.",Technology,Software - Application
LYG,Lloyds Banking Group plc,Financial,Banks - Regional
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment
MA,Mastercard Incorporated,Financial,Credit Services
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging
MAS,Masco Corporation,Industrials,Building Products & Equipment
MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MCK,McKesson Corporation,Healthcare,Medical Distribution
MCO,Moody's Corporation,Financial,Financial Data & Stock Exchanges
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners
MDT,Medtronic plc,Healthcare,Medical Devices
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail
MET,"MetLife, Inc.",Financial,Insurance - Life
MFC,Manulife Financial Corporation,Financial,Insurance - Life
MFG,"Mizuho Financial Group, Inc.",Financial,Banks - Regional
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos
MGP,MGM Growth Properties LLC,Real Estate,REIT - Diversified
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods
MKL,Markel Corporation,Financial,Insurance - Property & Casualty
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments
MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers
MMM,3M Company,Industrials,Specialty Industrial Machinery
MMP,"Magellan Midstream Partners, L.P.",Energy,Oil & Gas Midstream
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing
MPLX,MPLX LP,Energy,Oil & Gas Midstream
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General
MRNA,"Moderna, Inc.",Healthcare,Biotechnology
MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MS,Morgan Stanley,Financial,Capital Markets
MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges
MSFT,Microsoft Corporation,Technology,Software - Infrastructure
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment
MT,ArcelorMittal,Basic Materials,Steel
MTB,M&T Bank Corporation,Financial,Banks - Regional
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos
MU,"Micron Technology, Inc.",Technology,Semiconductors
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial,Banks - Diversified
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology
NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric
NEM,Newmont Corporation,Basic Materials,Gold
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure
NFLX,"Netflix, Inc.",Communication Services,Entertainment
NGG,National Grid plc,Utilities,Utilities - Diversified
NICE,NICE Ltd.,Technology,Software - Application
NIO,NIO Limited,Consumer Cyclical,Auto Manufacturers
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories
NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage
NMR,"Nomura Holdings, Inc.",Financial,Capital Markets
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense
NOK,Nokia Corporation,Technology,Communication Equipment
NOW,"ServiceNow, Inc.",Technology,Software - Application
NSC,Norfolk Southern Corporation,Industrials,Railroads
NTAP,"NetApp, Inc.",Technology,Computer Hardware
NTCO,Natura &Co Holding S.A.,Consumer Defensive,Household & Personal Products
NTES,"NetEase, Inc.",Communication Services,Internet Content & Information
NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs
NTRS,Northern Trust Corporation,Financial,Asset Management
NUAN,"Nuance Communications, Inc.",Technology,Software - Application
NUE,Nucor Corporation,Basic Materials,Steel
NVCR,NovoCure Limited,Healthcare,Medical Instruments & Supplies
NVDA,NVIDIA Corporation,Technology,Semiconductors
NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction
NVS,Novartis AG,Healthcare,Drug Manufacturers - General
NWG,NatWest Group plc,Financial,Banks - Diversified
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products
NWS,News Corporation,Communication Services,Broadcasting
NWSA,News Corporation,Communication Services,Broadcasting
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
O,Realty Income Corporation,Real Estate,REIT - Retail
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream
OKTA,"Okta, Inc.",Technology,Software - Infrastructure
OLED,Universal Display Corporation,Technology,Semiconductor Equipment & Materials
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies
ON,ON Semiconductor Corporation,Technology,Semiconductors
OPEN,Opendoor Technologies Inc.,Real Estate,Real Estate Services
ORAN,Orange S.A.,Communication Services,Telecom Services
ORCL,Oracle Corporation,Technology,Software - Infrastructure
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail
OSH,"Oak Street Health, Inc.",Healthcare,Medical Care Facilities
OTEX,Open Text Corporation,Technology,Software - Application
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P
PAGS,PagSeguro Digital Ltd.,Technology,Software - Infrastructure
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure
PAYC,"Paycom Software, Inc.",Technology,Software - Application
PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services
PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream
PBR,Petroleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated
PBR-A,Petroleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric
PCTY,Paylocity Holding Corporation,Technology,Software - Application
PDD,Pinduoduo Inc.,Consumer Cyclical,Internet Retail
PEAK,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Diversified
PEGA,Pegasystems Inc.,Technology,Software - Application
PENN,"Penn National Gaming, Inc.",Consumer Cyclical,Resorts & Casinos
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General
PFG,"Principal Financial Group, Inc.",Financial,Insurance - Diversified
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products
PGR,The Progressive Corporation,Financial,Insurance - Property & Casualty
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery
PHG,Koninklijke Philips N.V.,Healthcare,Diagnostics & Research
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers
PKI,"PerkinElmer, Inc.",Healthcare,Diagnostics & Research
PKX,POSCO,Basic Materials,Steel
PLAN,"Anaplan, Inc.",Technology,Software - Infrastructure
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure
PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco
PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional
PODD,Insulet Corporation,Healthcare,Medical Devices
POOL,Pool Corporation,Consumer Cyclical,Leisure
PPD,"PPD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric
PRU,"Prudential Financial, Inc.",Financial,Insurance - Life
PSA,Public Storage,Real Estate,REIT - Industrial
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing
PTC,PTC Inc.,Technology,Software - Application
PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure
PTR,PetroChina Company Limited,Energy,Oil & Gas Integrated
PUK,Prudential plc,Financial,Insurance - Life
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction
PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P
PYPL,"PayPal Holdings, Inc.",Financial,Credit Services
QCOM,QUALCOMM Incorporated,Technology,Semiconductors
QGEN,QIAGEN N.V.,Healthcare,Diagnostics & Research
QRVO,"Qorvo, Inc.",Technology,Semiconductors
QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants
RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers
RCI,Rogers Communications Inc.,Communication Services,Telecom Services
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services
RDS-A,Royal Dutch Shell plc,Energy,Oil & Gas Integrated
RDS-B,Royal Dutch Shell plc,Energy,Oil & Gas Integrated
RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology
RELX,RELX PLC,Communication Services,Publishing
RF,Regions Financial Corporation,Financial,Banks - Regional
RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies
RH,RH,Consumer Cyclical,Specialty Retail
RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining
RJF,"Raymond James Financial, Inc.",Financial,Capital Markets
RKT,"Rocket Companies, Inc.",Financial,Mortgage Finance
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies
RNG,"RingCentral, Inc.",Technology,Software - Application
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery
ROKU,"Roku, Inc.",Communication Services,Entertainment
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services
ROP,"Roper Technologies, Inc.",Industrials,Specialty Industrial Machinery
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals
RPRX,Royalty Pharma plc,Healthcare,Biotechnology
RSG,"Republic Services, Inc.",Industrials,Waste Management
RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense
RUN,Sunrun Inc.,Technology,Solar
RY,Royal Bank of Canada,Financial,Banks - Diversified
RYAAY,Ryanair Holdings plc,Industrials,Airlines
SAM,"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Brewers
SAN,"Banco Santander, S.A.",Financial,Banks - Diversified
SAP,SAP SE,Technology,Software - Application
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty
SBSW,Sibanye Stillwater Limited,Basic Materials,Gold
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants
SCCO,Southern Copper Corporation,Basic Materials,Copper
SCHW,The Charles Schwab Corporation,Financial,Capital Markets
SE,Sea Limited,Communication Services,Electronic Gaming & Multimedia
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar
SGEN,Seagen Inc.,Healthcare,Biotechnology
SHG,"Shinhan Financial Group Co., Ltd.",Financial,Banks - Regional
SHOP,Shopify Inc.,Technology,Software - Application
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals
SIRI,Sirius XM Holdings Inc.,Communication Services,Broadcasting
SIVB,SVB Financial Group,Financial,Banks - Regional
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods
SKM,"SK Telecom Co.,Ltd",Communication Services,Telecom Services
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services
SLF,Sun Life Financial Inc.,Financial,Insurance - Diversified
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Banks - Diversified
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs
SNAP,Snap Inc.,Communication Services,Internet Content & Information
SNE,Sony Corporation,Technology,Consumer Electronics
SNN,Smith & Nephew plc,Healthcare,Medical Devices
SNOW,Snowflake Inc.,Technology,Software - Application
SNP,China Petroleum & Chemical Corporation,Energy,Oil & Gas Integrated
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure
SNY,Sanofi,Healthcare,Drug Manufacturers - General
SO,The Southern Company,Utilities,Utilities - Regulated Electric
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail
SPGI,S&P Global Inc.,Financial,Financial Data & Stock Exchanges
SPLK,Splunk Inc.,Technology,Software - Infrastructure
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information
SQ,"Square, Inc.",Technology,Software - Infrastructure
SQM,Sociedad Quimica y Minera de Chile S.A.,Basic Materials,Chemicals
SRE,Sempra Energy,Utilities,Utilities - Diversified
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application
STE,STERIS plc,Healthcare,Medical Instruments & Supplies
STM,STMicroelectronics N.V.,Technology,Semiconductors
STNE,StoneCo Ltd.,Technology,Software - Application
STT,State Street Corporation,Financial,Asset Management
STX,Seagate Technology plc,Technology,Computer Hardware
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries
SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential
SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SYF,Synchrony Financial,Financial,Credit Services
SYK,Stryker Corporation,Healthcare,Medical Devices
SYY,Sysco Corporation,Consumer Defensive,Food Distribution
T,AT&T Inc.,Communication Services,Telecom Services
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic
TAL,TAL Education Group,Consumer Defensive,Education & Training Services
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services
TD,The Toronto-Dominion Bank,Financial,Banks - Diversified
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments
TEAM,Atlassian Corporation Plc,Technology,Software - Application
TECH,Bio-Techne Corporation,Healthcare,Biotechnology
TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining
TEF,"Telefonica, S.A.",Communication Services,Telecom Services
TEL,TE Connectivity Ltd.,Technology,Electronic Components
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic
TFC,Truist Financial Corporation,Financial,Banks - Regional
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies
TGT,Target Corporation,Consumer Defensive,Discount Stores
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers
TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services
TOT,TOTAL SE,Energy,Oil & Gas Integrated
TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment
TRI,Thomson Reuters Corporation,Industrials,Consulting Services
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream
TRU,TransUnion,Industrials,Consulting Services
TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products
TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery
TTC,The Toro Company,Industrials,Tools & Accessories
TTD,"The Trade Desk, Inc.",Technology,Software - Application
TTM,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia
TU,TELUS Corporation,Communication Services,Telecom Services
TW,Tradeweb Markets Inc.,Financial,Capital Markets
TWLO,Twilio Inc.,Communication Services,Internet Content & Information
TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information
TXG,"10x Genomics, Inc.",Healthcare,Health Information Services
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXT,Textron Inc.,Industrials,Aerospace & Defense
TYL,"Tyler Technologies, Inc.",Technology,Software - Application
U,Unity Software Inc.,Technology,Software - Application
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines
UBER,"Uber Technologies, Inc.",Technology,Software - Application
UBS,UBS Group AG,Financial,Banks - Diversified
UDR,"UDR, Inc.",Real Estate,REIT - Residential
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities
UI,Ubiquiti Inc.,Technology,Communication Equipment
UL,Unilever PLC,Consumer Defensive,Household & Personal Products
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail
UMC,United Microelectronics Corporation,Technology,Semiconductors
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans
UNP,Union Pacific Corporation,Industrials,Railroads
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services
USB,U.S. Bancorp,Financial,Banks - Regional
V,Visa Inc.,Financial,Credit Services
VALE,Vale S.A.,Basic Materials,Other Industrial Metals & Mining
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services
VFC,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing
VIAC,ViacomCBS Inc.,Communication Services,Entertainment
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified
VIPS,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail
VIV,Telefonica Brasil S.A.,Communication Services,Telecom Services
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing
VMC,Vulcan Materials Company,Basic Materials,Building Materials
VMW,"VMware, Inc.",Technology,Software - Infrastructure
VOD,Vodafone Group Plc,Communication Services,Telecom Services
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
VZ,Verizon Communications Inc.,Communication Services,Telecom Services
W,Wayfair Inc.,Consumer Cyclical,Internet Retail
WAB,Wabtec Corporation,Industrials,Railroads
WAT,Waters Corporation,Healthcare,Diagnostics & Research
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers
WBK,Westpac Banking Corporation,Financial,Banks - Diversified
WCN,"Waste Connections, Inc.",Industrials,Waste Management
WDAY,"Workday, Inc.",Technology,Software - Application
WDC,Western Digital Corporation,Technology,Computer Hardware
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities
WFC,Wells Fargo & Company,Financial,Banks - Diversified
WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WISH,ContextLogic Inc.,Consumer Cyclical,Internet Retail
WIT,Wipro Limited,Technology,Information Technology Services
WIX,Wix.com Ltd.,Technology,Software - Infrastructure
WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals
WLTW,Willis Towers Watson Public Limited Company,Financial,Insurance Brokers
WM,"Waste Management, Inc.",Industrials,Waste Management
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream
WMG,Warner Music Group Corp.,Communication Services,Entertainment
WMT,Walmart Inc.,Consumer Defensive,Discount Stores
WORK,"Slack Technologies, Inc.",Technology,Software - Application
WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold
WPP,WPP plc,Communication Services,Advertising Agencies
WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty
WRK,WestRock Company,Consumer Cyclical,Packaging & Containers
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies
WTRG,"Essential Utilities, Inc.",Utilities,Utilities - Regulated Water
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric
XLNX,"Xilinx, Inc.",Technology,Semiconductors
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated
XP,XP Inc.,Financial,Capital Markets
XPEV,XPeng Inc.,Consumer Cyclical,Auto Manufacturers
XPO,"XPO Logistics, Inc.",Industrials,Integrated Freight & Logistics
XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery
YNDX,Yandex N.V.,Communication Services,Internet Content & Information
YSG,Yatsen Holding Limited,Consumer Cyclical,Specialty Retail
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants
Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment
ZEN,"Zendesk, Inc.",Technology,Software - Application
ZG,"Zillow Group, Inc.",Communication Services,Internet Content & Information
ZI,ZoomInfo Technologies Inc.,Technology,Software - Application
ZLAB,Zai Lab Limited,Healthcare,Biotechnology
ZM,"Zoom Video Communications, Inc.",Communication Services,Telecom Services
ZNGA,Zynga Inc.,Communication Services,Electronic Gaming & Multimedia
ZNH,China Southern Airlines Company Limited,Industrials,Airlines
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
